CheckingStatus,Duration,CreditHistory,Purpose,CreditAmount,SavingsStatus,Employment,InstallmentCommitment,PersonalStatus,OtherParties,ResidenceSince,PropertyMagnitude,Age,OtherPaymentPlans,Housing,ExistingCredits,Job,NumDependents,OwnTelephone,ForeignWorker,Class
0<=X<200,9.0,ExistingCreditPaid,RadioOrTV,2118.0,<100,1<=X<4,2.0,SingleMale,none,2.0,RealEstate,37.0,None,Own,1.0,UnskilledResident,2.0,0,1,yes
NoCheckingAccount,18.0,OtherBankCredit,RadioOrTV,629.0,500<=X<1000,>=7,4.0,SingleMale,none,3.0,LifeInsurance,32.0,Bank,Own,2.0,HighlyQualified,1.0,1,1,yes
<0,6.0,AllCreditsPaid,Education,1198.0,<100,>=7,4.0,DivorcedFemale,none,4.0,NoKnownProperty,35.0,None,ForFree,1.0,Skilled,1.0,0,1,no
NoCheckingAccount,21.0,ExistingCreditPaid,UsedCar,2476.0,NoSavings,>=7,4.0,SingleMale,none,4.0,RealEstate,46.0,None,Own,1.0,HighlyQualified,1.0,1,1,yes
<0,9.0,OtherBankCredit,RadioOrTV,1138.0,<100,1<=X<4,4.0,SingleMale,none,4.0,RealEstate,25.0,None,Own,2.0,UnskilledResident,1.0,0,1,yes
0<=X<200,60.0,ExistingCreditPaid,NewCar,14027.0,<100,4<=X<7,4.0,SingleMale,none,2.0,NoKnownProperty,27.0,None,Own,1.0,HighlyQualified,1.0,1,1,no
NoCheckingAccount,30.0,OtherBankCredit,UsedCar,7596.0,NoSavings,>=7,1.0,SingleMale,none,4.0,Car,63.0,None,Own,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,30.0,OtherBankCredit,RadioOrTV,3077.0,NoSavings,>=7,3.0,SingleMale,none,2.0,Car,40.0,None,Own,2.0,Skilled,2.0,1,1,yes
NoCheckingAccount,18.0,ExistingCreditPaid,RadioOrTV,1505.0,<100,1<=X<4,4.0,SingleMale,none,2.0,NoKnownProperty,32.0,None,ForFree,1.0,HighlyQualified,1.0,1,1,yes
>=200,24.0,OtherBankCredit,RadioOrTV,3148.0,NoSavings,1<=X<4,3.0,SingleMale,none,2.0,Car,31.0,None,Own,2.0,Skilled,1.0,1,1,yes
0<=X<200,20.0,NoCredits,UsedCar,6148.0,100<=X<500,>=7,3.0,MarriedMale,none,4.0,Car,31.0,Bank,Own,2.0,Skilled,1.0,1,1,yes
>=200,9.0,NoCredits,RadioOrTV,1337.0,<100,<1,4.0,SingleMale,none,2.0,Car,34.0,None,Own,2.0,HighlyQualified,1.0,1,1,no
0<=X<200,6.0,AllCreditsPaid,Education,433.0,>=1000,<1,4.0,DivorcedFemale,none,2.0,LifeInsurance,24.0,Bank,Rent,1.0,Skilled,2.0,0,1,no
<0,12.0,ExistingCreditPaid,NewCar,1228.0,<100,1<=X<4,4.0,DivorcedFemale,none,2.0,RealEstate,24.0,None,Own,1.0,UnskilledResident,1.0,0,1,no
0<=X<200,9.0,ExistingCreditPaid,RadioOrTV,790.0,500<=X<1000,1<=X<4,4.0,DivorcedFemale,none,3.0,RealEstate,66.0,None,Own,1.0,UnskilledResident,1.0,0,1,yes
NoCheckingAccount,27.0,ExistingCreditPaid,NewCar,2570.0,<100,1<=X<4,3.0,DivorcedFemale,none,3.0,RealEstate,21.0,None,Rent,1.0,Skilled,1.0,0,1,no
NoCheckingAccount,6.0,OtherBankCredit,NewCar,250.0,>=1000,1<=X<4,2.0,DivorcedFemale,none,2.0,RealEstate,41.0,Bank,Own,2.0,UnskilledResident,1.0,0,1,yes
NoCheckingAccount,15.0,OtherBankCredit,RadioOrTV,1316.0,500<=X<1000,1<=X<4,2.0,MarriedMale,none,2.0,LifeInsurance,47.0,None,Own,2.0,UnskilledResident,1.0,0,1,yes
<0,18.0,ExistingCreditPaid,RadioOrTV,1882.0,<100,1<=X<4,4.0,DivorcedFemale,none,4.0,Car,25.0,Bank,Rent,2.0,Skilled,1.0,0,1,no
0<=X<200,48.0,AllCreditsPaid,Business,6416.0,<100,>=7,4.0,DivorcedFemale,none,3.0,NoKnownProperty,59.0,None,Rent,1.0,Skilled,1.0,0,1,no
>=200,24.0,OtherBankCredit,Business,1275.0,>=1000,1<=X<4,2.0,DivorcedMale,none,4.0,RealEstate,36.0,None,Own,2.0,Skilled,1.0,1,1,yes
0<=X<200,24.0,PreviouslyDelayedPayment,RadioOrTV,6403.0,<100,<1,1.0,SingleMale,none,2.0,Car,33.0,None,Own,1.0,Skilled,1.0,0,1,yes
<0,24.0,ExistingCreditPaid,RadioOrTV,1987.0,<100,1<=X<4,2.0,SingleMale,none,4.0,RealEstate,21.0,None,Rent,1.0,UnskilledResident,2.0,0,1,no
0<=X<200,8.0,ExistingCreditPaid,RadioOrTV,760.0,<100,4<=X<7,4.0,DivorcedFemale,guarantor,2.0,RealEstate,44.0,None,Own,1.0,UnskilledResident,1.0,0,1,yes
NoCheckingAccount,24.0,ExistingCreditPaid,UsedCar,2603.0,>=1000,1<=X<4,2.0,DivorcedFemale,none,4.0,Car,28.0,None,Rent,1.0,Skilled,1.0,1,1,yes
NoCheckingAccount,4.0,OtherBankCredit,NewCar,3380.0,<100,4<=X<7,1.0,DivorcedFemale,none,1.0,RealEstate,37.0,None,Own,1.0,Skilled,2.0,0,1,yes
0<=X<200,36.0,AllCreditsPaid,DomesticAppliance,3990.0,NoSavings,<1,3.0,DivorcedFemale,none,2.0,NoKnownProperty,29.0,Bank,Own,1.0,UnskilledNonResident,1.0,0,1,yes
0<=X<200,24.0,ExistingCreditPaid,UsedCar,11560.0,<100,1<=X<4,1.0,DivorcedFemale,none,4.0,Car,23.0,None,Rent,2.0,HighlyQualified,1.0,0,1,no
<0,18.0,ExistingCreditPaid,NewCar,4380.0,100<=X<500,1<=X<4,3.0,SingleMale,none,4.0,Car,35.0,None,Own,1.0,UnskilledResident,2.0,1,1,yes
NoCheckingAccount,6.0,OtherBankCredit,NewCar,6761.0,<100,4<=X<7,1.0,SingleMale,none,3.0,NoKnownProperty,45.0,None,Own,2.0,HighlyQualified,2.0,1,1,yes
0<=X<200,30.0,NoCredits,Business,4280.0,100<=X<500,1<=X<4,4.0,DivorcedFemale,none,4.0,Car,26.0,None,Rent,2.0,UnskilledResident,1.0,0,1,no
<0,24.0,AllCreditsPaid,NewCar,2325.0,100<=X<500,4<=X<7,2.0,SingleMale,none,3.0,Car,32.0,Bank,Own,1.0,Skilled,1.0,0,1,yes
0<=X<200,10.0,AllCreditsPaid,RadioOrTV,1048.0,<100,1<=X<4,4.0,SingleMale,none,4.0,RealEstate,23.0,Stores,Own,1.0,UnskilledResident,1.0,0,1,yes
NoCheckingAccount,21.0,ExistingCreditPaid,RadioOrTV,3160.0,NoSavings,>=7,4.0,SingleMale,none,3.0,LifeInsurance,41.0,None,Own,1.0,Skilled,1.0,1,1,yes
<0,24.0,AllCreditsPaid,FurnitureOrEquipment,2483.0,500<=X<1000,1<=X<4,4.0,SingleMale,none,4.0,RealEstate,22.0,Stores,Own,1.0,Skilled,1.0,1,1,yes
<0,39.0,OtherBankCredit,FurnitureOrEquipment,14179.0,NoSavings,4<=X<7,4.0,SingleMale,none,4.0,LifeInsurance,30.0,None,Own,2.0,HighlyQualified,1.0,1,1,yes
<0,13.0,OtherBankCredit,Business,1797.0,<100,<1,3.0,SingleMale,none,1.0,LifeInsurance,28.0,Bank,Own,2.0,UnskilledResident,1.0,0,1,yes
<0,15.0,ExistingCreditPaid,NewCar,2511.0,<100,Unemployed,1.0,DivorcedFemale,none,4.0,Car,23.0,None,Rent,1.0,Skilled,1.0,0,1,yes
<0,12.0,ExistingCreditPaid,NewCar,1274.0,<100,<1,3.0,DivorcedFemale,none,1.0,RealEstate,37.0,None,Own,1.0,UnskilledResident,1.0,0,1,no
NoCheckingAccount,21.0,ExistingCreditPaid,UsedCar,5248.0,NoSavings,1<=X<4,1.0,SingleMale,none,3.0,Car,26.0,None,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,15.0,ExistingCreditPaid,UsedCar,3029.0,<100,4<=X<7,2.0,SingleMale,none,2.0,Car,33.0,None,Own,1.0,Skilled,1.0,0,1,yes
<0,6.0,ExistingCreditPaid,FurnitureOrEquipment,428.0,<100,>=7,2.0,DivorcedFemale,none,1.0,LifeInsurance,49.0,Bank,Own,1.0,Skilled,1.0,1,1,yes
<0,18.0,ExistingCreditPaid,NewCar,976.0,<100,<1,1.0,DivorcedFemale,none,2.0,Car,23.0,None,Own,1.0,UnskilledResident,1.0,0,1,no
0<=X<200,12.0,ExistingCreditPaid,Business,841.0,100<=X<500,4<=X<7,2.0,DivorcedFemale,none,4.0,RealEstate,23.0,None,Rent,1.0,UnskilledResident,1.0,0,1,yes
NoCheckingAccount,30.0,OtherBankCredit,RadioOrTV,5771.0,<100,4<=X<7,4.0,DivorcedFemale,none,2.0,Car,25.0,None,Own,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,12.0,PreviouslyDelayedPayment,Repairs,1555.0,>=1000,>=7,4.0,SingleMale,none,4.0,NoKnownProperty,55.0,None,ForFree,2.0,Skilled,2.0,0,1,no
<0,24.0,ExistingCreditPaid,NewCar,1285.0,NoSavings,4<=X<7,4.0,DivorcedFemale,none,4.0,NoKnownProperty,32.0,None,Rent,1.0,Skilled,1.0,0,1,no
>=200,6.0,OtherBankCredit,NewCar,1299.0,<100,1<=X<4,1.0,SingleMale,none,1.0,RealEstate,74.0,None,Own,3.0,UnskilledNonResident,2.0,0,0,yes
>=200,15.0,OtherBankCredit,RadioOrTV,1271.0,NoSavings,1<=X<4,3.0,SingleMale,none,4.0,NoKnownProperty,39.0,None,ForFree,2.0,Skilled,1.0,1,1,no
NoCheckingAccount,24.0,ExistingCreditPaid,NewCar,1393.0,<100,1<=X<4,2.0,SingleMale,guarantor,2.0,RealEstate,31.0,None,Own,1.0,Skilled,1.0,1,1,yes
<0,12.0,OtherBankCredit,NewCar,691.0,<100,>=7,4.0,SingleMale,none,3.0,LifeInsurance,35.0,None,Own,2.0,Skilled,1.0,0,1,no
NoCheckingAccount,15.0,OtherBankCredit,NewCar,5045.0,NoSavings,>=7,1.0,DivorcedFemale,none,4.0,Car,59.0,None,Own,1.0,Skilled,1.0,1,1,yes
<0,18.0,OtherBankCredit,FurnitureOrEquipment,2124.0,<100,1<=X<4,4.0,DivorcedFemale,none,4.0,RealEstate,24.0,None,Rent,2.0,Skilled,1.0,0,1,no
<0,12.0,ExistingCreditPaid,RadioOrTV,2214.0,<100,1<=X<4,4.0,SingleMale,none,3.0,LifeInsurance,24.0,None,Own,1.0,UnskilledResident,1.0,0,1,yes
NoCheckingAccount,21.0,OtherBankCredit,NewCar,12680.0,NoSavings,>=7,4.0,SingleMale,none,4.0,NoKnownProperty,30.0,None,ForFree,1.0,HighlyQualified,1.0,1,1,no
NoCheckingAccount,24.0,OtherBankCredit,NewCar,2463.0,100<=X<500,4<=X<7,4.0,MarriedMale,none,3.0,LifeInsurance,27.0,None,Own,2.0,Skilled,1.0,1,1,yes
0<=X<200,12.0,ExistingCreditPaid,RadioOrTV,1155.0,<100,>=7,3.0,MarriedMale,guarantor,3.0,RealEstate,40.0,Bank,Own,2.0,UnskilledResident,1.0,0,1,yes
<0,30.0,ExistingCreditPaid,FurnitureOrEquipment,3108.0,<100,<1,2.0,DivorcedMale,none,4.0,LifeInsurance,31.0,None,Own,1.0,UnskilledResident,1.0,0,1,no
NoCheckingAccount,10.0,ExistingCreditPaid,UsedCar,2901.0,NoSavings,<1,1.0,DivorcedFemale,none,4.0,RealEstate,31.0,None,Rent,1.0,Skilled,1.0,0,1,yes
0<=X<200,12.0,OtherBankCredit,FurnitureOrEquipment,3617.0,<100,>=7,1.0,SingleMale,none,4.0,Car,28.0,None,Rent,3.0,Skilled,1.0,1,1,yes
NoCheckingAccount,12.0,OtherBankCredit,RadioOrTV,1655.0,<100,>=7,2.0,SingleMale,none,4.0,RealEstate,63.0,None,Own,2.0,UnskilledResident,1.0,1,1,yes
<0,24.0,ExistingCreditPaid,UsedCar,2812.0,NoSavings,>=7,2.0,DivorcedFemale,none,4.0,RealEstate,26.0,None,Rent,1.0,Skilled,1.0,0,1,yes
<0,36.0,OtherBankCredit,Education,8065.0,<100,1<=X<4,3.0,DivorcedFemale,none,2.0,NoKnownProperty,25.0,None,Own,2.0,HighlyQualified,1.0,1,1,no
NoCheckingAccount,21.0,OtherBankCredit,UsedCar,3275.0,<100,>=7,1.0,SingleMale,none,4.0,Car,36.0,None,Own,1.0,HighlyQualified,1.0,1,1,yes
NoCheckingAccount,24.0,OtherBankCredit,RadioOrTV,2223.0,100<=X<500,>=7,4.0,SingleMale,none,4.0,LifeInsurance,52.0,Bank,Own,2.0,Skilled,1.0,0,1,yes
>=200,12.0,OtherBankCredit,NewCar,1480.0,500<=X<1000,Unemployed,2.0,SingleMale,none,4.0,NoKnownProperty,66.0,Bank,ForFree,3.0,UnskilledNonResident,1.0,0,1,yes
<0,24.0,ExistingCreditPaid,NewCar,1371.0,NoSavings,1<=X<4,4.0,DivorcedFemale,none,4.0,RealEstate,25.0,None,Rent,1.0,Skilled,1.0,0,1,no
NoCheckingAccount,36.0,OtherBankCredit,NewCar,3535.0,<100,4<=X<7,4.0,SingleMale,none,4.0,Car,37.0,None,Own,2.0,Skilled,1.0,1,1,yes
<0,18.0,ExistingCreditPaid,RadioOrTV,3509.0,<100,4<=X<7,4.0,DivorcedFemale,guarantor,1.0,RealEstate,25.0,None,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,36.0,OtherBankCredit,UsedCar,5711.0,>=1000,>=7,4.0,SingleMale,none,2.0,Car,38.0,None,Own,2.0,HighlyQualified,1.0,1,1,yes
0<=X<200,18.0,ExistingCreditPaid,Repairs,3872.0,<100,Unemployed,2.0,DivorcedFemale,none,4.0,Car,67.0,None,Own,1.0,Skilled,1.0,1,1,yes
0<=X<200,39.0,OtherBankCredit,RadioOrTV,4933.0,<100,4<=X<7,2.0,SingleMale,guarantor,2.0,RealEstate,25.0,None,Own,2.0,Skilled,1.0,0,1,no
NoCheckingAccount,24.0,OtherBankCredit,NewCar,1940.0,>=1000,>=7,4.0,SingleMale,none,4.0,RealEstate,60.0,None,Own,1.0,Skilled,1.0,1,1,yes
0<=X<200,12.0,NoCredits,Retraining,1410.0,<100,1<=X<4,2.0,SingleMale,none,2.0,RealEstate,31.0,None,Own,1.0,UnskilledResident,1.0,1,1,yes
0<=X<200,12.0,ExistingCreditPaid,NewCar,836.0,100<=X<500,<1,4.0,DivorcedFemale,none,2.0,LifeInsurance,23.0,Bank,Own,1.0,UnskilledResident,1.0,0,1,no
0<=X<200,20.0,ExistingCreditPaid,UsedCar,6468.0,NoSavings,Unemployed,1.0,DivorcedMale,none,4.0,RealEstate,60.0,None,Own,1.0,HighlyQualified,1.0,1,1,yes
0<=X<200,18.0,ExistingCreditPaid,Business,1941.0,>=1000,1<=X<4,4.0,SingleMale,none,2.0,LifeInsurance,35.0,None,Own,1.0,UnskilledResident,1.0,1,1,yes
NoCheckingAccount,22.0,ExistingCreditPaid,RadioOrTV,2675.0,500<=X<1000,>=7,3.0,SingleMale,none,4.0,Car,40.0,None,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,48.0,OtherBankCredit,UsedCar,2751.0,NoSavings,>=7,4.0,SingleMale,none,3.0,Car,38.0,None,Own,2.0,Skilled,2.0,1,1,yes
0<=X<200,48.0,PreviouslyDelayedPayment,Education,6224.0,<100,>=7,4.0,SingleMale,none,4.0,NoKnownProperty,50.0,None,ForFree,1.0,Skilled,1.0,0,1,no
<0,40.0,OtherBankCredit,Education,5998.0,<100,1<=X<4,4.0,SingleMale,none,3.0,NoKnownProperty,27.0,Bank,Own,1.0,Skilled,1.0,1,1,no
0<=X<200,21.0,ExistingCreditPaid,Business,1188.0,<100,>=7,2.0,DivorcedFemale,none,4.0,LifeInsurance,39.0,None,Own,1.0,Skilled,2.0,0,1,no
NoCheckingAccount,24.0,ExistingCreditPaid,UsedCar,6313.0,NoSavings,>=7,3.0,SingleMale,none,4.0,Car,41.0,None,Own,1.0,HighlyQualified,2.0,1,1,yes
NoCheckingAccount,6.0,OtherBankCredit,FurnitureOrEquipment,1221.0,NoSavings,1<=X<4,1.0,MarriedMale,none,2.0,LifeInsurance,27.0,None,Own,2.0,Skilled,1.0,0,1,yes
>=200,24.0,ExistingCreditPaid,FurnitureOrEquipment,2892.0,<100,>=7,3.0,DivorcedMale,none,4.0,NoKnownProperty,51.0,None,ForFree,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,24.0,ExistingCreditPaid,FurnitureOrEquipment,3062.0,500<=X<1000,>=7,4.0,SingleMale,none,3.0,NoKnownProperty,32.0,None,Rent,1.0,Skilled,1.0,1,1,yes
NoCheckingAccount,9.0,ExistingCreditPaid,FurnitureOrEquipment,2301.0,100<=X<500,<1,2.0,DivorcedFemale,none,4.0,LifeInsurance,22.0,None,Rent,1.0,Skilled,1.0,0,1,yes
<0,18.0,ExistingCreditPaid,UsedCar,7511.0,NoSavings,>=7,1.0,SingleMale,none,4.0,LifeInsurance,51.0,None,ForFree,1.0,Skilled,2.0,1,1,no
NoCheckingAccount,12.0,OtherBankCredit,FurnitureOrEquipment,1258.0,<100,<1,2.0,DivorcedFemale,none,4.0,LifeInsurance,22.0,None,Rent,2.0,UnskilledResident,1.0,0,1,yes
NoCheckingAccount,24.0,PreviouslyDelayedPayment,NewCar,717.0,NoSavings,>=7,4.0,MarriedMale,none,4.0,Car,54.0,None,Own,2.0,Skilled,1.0,1,1,yes
0<=X<200,9.0,ExistingCreditPaid,NewCar,1549.0,NoSavings,<1,4.0,SingleMale,none,2.0,RealEstate,35.0,None,Own,1.0,UnskilledNonResident,1.0,0,1,yes
NoCheckingAccount,24.0,OtherBankCredit,Education,1597.0,<100,>=7,4.0,SingleMale,none,4.0,NoKnownProperty,54.0,None,ForFree,2.0,Skilled,2.0,0,1,yes
0<=X<200,18.0,OtherBankCredit,RadioOrTV,1795.0,<100,>=7,3.0,DivorcedFemale,guarantor,4.0,RealEstate,48.0,Bank,Rent,2.0,UnskilledResident,1.0,1,1,yes
<0,20.0,OtherBankCredit,FurnitureOrEquipment,4272.0,<100,>=7,1.0,DivorcedFemale,none,4.0,LifeInsurance,24.0,None,Own,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,12.0,OtherBankCredit,RadioOrTV,976.0,NoSavings,>=7,4.0,SingleMale,none,4.0,Car,35.0,None,Own,2.0,Skilled,1.0,0,1,yes
0<=X<200,12.0,ExistingCreditPaid,NewCar,7472.0,NoSavings,Unemployed,1.0,DivorcedFemale,none,2.0,RealEstate,24.0,None,Rent,1.0,UnskilledNonResident,1.0,0,1,yes
<0,36.0,ExistingCreditPaid,NewCar,9271.0,<100,4<=X<7,2.0,SingleMale,none,1.0,Car,24.0,None,Own,1.0,Skilled,1.0,1,1,no
0<=X<200,6.0,ExistingCreditPaid,RadioOrTV,590.0,<100,<1,3.0,MarriedMale,none,3.0,RealEstate,26.0,None,Own,1.0,UnskilledResident,1.0,0,0,yes
NoCheckingAccount,12.0,OtherBankCredit,RadioOrTV,930.0,NoSavings,>=7,4.0,SingleMale,none,4.0,RealEstate,65.0,None,Own,4.0,Skilled,1.0,0,1,yes
0<=X<200,42.0,AllCreditsPaid,UsedCar,9283.0,<100,Unemployed,1.0,SingleMale,none,2.0,NoKnownProperty,55.0,Bank,ForFree,1.0,HighlyQualified,1.0,1,1,yes
0<=X<200,15.0,NoCredits,NewCar,1778.0,<100,<1,2.0,DivorcedFemale,none,1.0,RealEstate,26.0,None,Rent,2.0,UnskilledNonResident,1.0,0,1,no
0<=X<200,8.0,ExistingCreditPaid,Business,907.0,<100,<1,3.0,MarriedMale,none,2.0,RealEstate,26.0,None,Own,1.0,Skilled,1.0,1,1,yes
0<=X<200,6.0,ExistingCreditPaid,RadioOrTV,484.0,<100,4<=X<7,3.0,MarriedMale,guarantor,3.0,RealEstate,28.0,Bank,Own,1.0,UnskilledResident,1.0,0,1,yes
<0,36.0,OtherBankCredit,UsedCar,9629.0,<100,4<=X<7,4.0,SingleMale,none,4.0,Car,24.0,None,Own,2.0,Skilled,1.0,1,1,no
<0,48.0,ExistingCreditPaid,DomesticAppliance,3051.0,<100,1<=X<4,3.0,SingleMale,none,4.0,Car,54.0,None,Own,1.0,Skilled,1.0,0,1,no
<0,48.0,ExistingCreditPaid,NewCar,3931.0,<100,4<=X<7,4.0,SingleMale,none,4.0,NoKnownProperty,46.0,None,ForFree,1.0,Skilled,2.0,0,1,no
0<=X<200,36.0,PreviouslyDelayedPayment,NewCar,7432.0,<100,1<=X<4,2.0,DivorcedFemale,none,2.0,LifeInsurance,54.0,None,Rent,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,6.0,ExistingCreditPaid,DomesticAppliance,1338.0,500<=X<1000,1<=X<4,1.0,DivorcedMale,none,4.0,RealEstate,62.0,None,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,6.0,OtherBankCredit,RadioOrTV,1554.0,<100,4<=X<7,1.0,DivorcedFemale,none,2.0,Car,24.0,None,Rent,2.0,Skilled,1.0,1,1,yes
<0,36.0,ExistingCreditPaid,Other,15857.0,<100,Unemployed,2.0,DivorcedMale,co applicant,3.0,Car,43.0,None,Own,1.0,HighlyQualified,1.0,0,1,yes
<0,18.0,ExistingCreditPaid,RadioOrTV,1345.0,<100,1<=X<4,4.0,MarriedMale,none,3.0,RealEstate,26.0,Bank,Own,1.0,Skilled,1.0,0,1,no
NoCheckingAccount,12.0,ExistingCreditPaid,NewCar,1101.0,<100,1<=X<4,3.0,MarriedMale,none,2.0,RealEstate,27.0,None,Own,2.0,Skilled,1.0,1,1,yes
>=200,12.0,ExistingCreditPaid,RadioOrTV,3016.0,<100,1<=X<4,3.0,MarriedMale,none,1.0,Car,24.0,None,Own,1.0,Skilled,1.0,0,1,yes
<0,36.0,ExistingCreditPaid,FurnitureOrEquipment,2712.0,<100,>=7,2.0,SingleMale,none,2.0,LifeInsurance,41.0,Bank,Own,1.0,Skilled,2.0,0,1,no
<0,8.0,OtherBankCredit,NewCar,731.0,<100,>=7,4.0,SingleMale,none,4.0,RealEstate,47.0,None,Own,2.0,UnskilledResident,1.0,0,1,yes
NoCheckingAccount,18.0,OtherBankCredit,FurnitureOrEquipment,3780.0,<100,<1,3.0,DivorcedMale,none,2.0,Car,35.0,None,Own,2.0,HighlyQualified,1.0,1,1,yes
<0,21.0,OtherBankCredit,NewCar,1602.0,<100,>=7,4.0,MarriedMale,none,3.0,Car,30.0,None,Own,2.0,Skilled,1.0,1,1,yes
<0,18.0,OtherBankCredit,NewCar,3966.0,<100,>=7,1.0,DivorcedFemale,none,4.0,RealEstate,33.0,Bank,Rent,3.0,Skilled,1.0,1,1,no
NoCheckingAccount,18.0,NoCredits,Business,4165.0,<100,1<=X<4,2.0,SingleMale,none,2.0,Car,36.0,Stores,Own,2.0,Skilled,2.0,0,1,no
<0,36.0,ExistingCreditPaid,UsedCar,8335.0,NoSavings,>=7,3.0,SingleMale,none,4.0,NoKnownProperty,47.0,None,ForFree,1.0,Skilled,1.0,0,1,no
0<=X<200,48.0,PreviouslyDelayedPayment,Business,6681.0,NoSavings,1<=X<4,4.0,SingleMale,none,4.0,NoKnownProperty,38.0,None,ForFree,1.0,Skilled,2.0,1,1,yes
NoCheckingAccount,24.0,PreviouslyDelayedPayment,Business,2375.0,500<=X<1000,1<=X<4,4.0,SingleMale,none,2.0,Car,44.0,None,Own,2.0,Skilled,2.0,1,1,yes
<0,18.0,ExistingCreditPaid,NewCar,1216.0,<100,<1,4.0,DivorcedFemale,none,3.0,Car,23.0,None,Rent,1.0,Skilled,1.0,1,1,no
<0,45.0,NoCredits,Business,11816.0,<100,>=7,2.0,SingleMale,none,4.0,Car,29.0,None,Rent,2.0,Skilled,1.0,0,1,no
0<=X<200,24.0,ExistingCreditPaid,RadioOrTV,5084.0,NoSavings,>=7,2.0,DivorcedFemale,none,4.0,Car,42.0,None,Own,1.0,Skilled,1.0,1,1,yes
>=200,15.0,ExistingCreditPaid,RadioOrTV,2327.0,<100,<1,2.0,DivorcedFemale,none,3.0,RealEstate,25.0,None,Own,1.0,UnskilledResident,1.0,0,1,no
<0,12.0,NoCredits,NewCar,1082.0,<100,1<=X<4,4.0,SingleMale,none,4.0,Car,48.0,Bank,Own,2.0,Skilled,1.0,0,1,no
NoCheckingAccount,12.0,ExistingCreditPaid,RadioOrTV,886.0,NoSavings,1<=X<4,4.0,DivorcedFemale,none,2.0,Car,21.0,None,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,4.0,ExistingCreditPaid,FurnitureOrEquipment,601.0,<100,<1,1.0,DivorcedFemale,none,3.0,RealEstate,23.0,None,Rent,1.0,UnskilledResident,2.0,0,1,yes
<0,24.0,OtherBankCredit,UsedCar,2957.0,<100,>=7,4.0,SingleMale,none,4.0,LifeInsurance,63.0,None,Own,2.0,Skilled,1.0,1,1,yes
NoCheckingAccount,24.0,OtherBankCredit,RadioOrTV,2611.0,<100,>=7,4.0,MarriedMale,co applicant,3.0,RealEstate,46.0,None,Own,2.0,Skilled,1.0,0,1,yes
<0,36.0,ExistingCreditPaid,FurnitureOrEquipment,5179.0,<100,4<=X<7,4.0,SingleMale,none,2.0,LifeInsurance,29.0,None,Own,1.0,Skilled,1.0,0,1,no
NoCheckingAccount,21.0,PreviouslyDelayedPayment,UsedCar,2993.0,<100,1<=X<4,3.0,SingleMale,none,2.0,RealEstate,28.0,Stores,Own,2.0,UnskilledResident,1.0,0,1,yes
NoCheckingAccount,18.0,ExistingCreditPaid,Repairs,1943.0,<100,<1,4.0,DivorcedFemale,none,4.0,RealEstate,23.0,None,Own,1.0,Skilled,1.0,0,1,no
NoCheckingAccount,24.0,AllCreditsPaid,Business,1559.0,<100,4<=X<7,4.0,SingleMale,none,4.0,Car,50.0,Bank,Own,1.0,Skilled,1.0,1,1,yes
NoCheckingAccount,18.0,ExistingCreditPaid,FurnitureOrEquipment,3422.0,<100,>=7,4.0,SingleMale,none,4.0,LifeInsurance,47.0,Bank,Own,3.0,Skilled,2.0,1,1,yes
0<=X<200,21.0,ExistingCreditPaid,FurnitureOrEquipment,3976.0,NoSavings,4<=X<7,2.0,SingleMale,none,3.0,Car,35.0,None,Own,1.0,Skilled,1.0,1,1,yes
NoCheckingAccount,18.0,ExistingCreditPaid,NewCar,6761.0,NoSavings,1<=X<4,2.0,SingleMale,none,4.0,Car,68.0,None,Rent,2.0,Skilled,1.0,0,1,no
NoCheckingAccount,24.0,ExistingCreditPaid,NewCar,1249.0,<100,<1,4.0,MarriedMale,none,2.0,RealEstate,28.0,None,Own,1.0,Skilled,1.0,0,1,yes
<0,9.0,ExistingCreditPaid,RadioOrTV,1364.0,<100,4<=X<7,3.0,SingleMale,none,4.0,RealEstate,59.0,None,Own,1.0,Skilled,1.0,0,1,yes
<0,12.0,ExistingCreditPaid,RadioOrTV,709.0,<100,>=7,4.0,SingleMale,none,4.0,RealEstate,57.0,Stores,Own,1.0,UnskilledResident,1.0,0,1,no
<0,20.0,OtherBankCredit,NewCar,2235.0,<100,1<=X<4,4.0,MarriedMale,guarantor,2.0,LifeInsurance,33.0,Bank,Rent,2.0,Skilled,1.0,0,0,no
NoCheckingAccount,24.0,OtherBankCredit,UsedCar,4042.0,NoSavings,4<=X<7,3.0,SingleMale,none,4.0,LifeInsurance,43.0,None,Own,2.0,Skilled,1.0,1,1,yes
NoCheckingAccount,15.0,OtherBankCredit,RadioOrTV,1471.0,<100,1<=X<4,4.0,SingleMale,none,4.0,NoKnownProperty,35.0,None,ForFree,2.0,Skilled,1.0,1,1,yes
